Ticker;Nom;SUB_IND_GICS;IND_GICS;REGION_NAME;CUR_MKT_CAP;CURR_ENTP_VAL;NET_INCOME_FIRM;SALES_REV_TURN;NET_REV;GROSS_PROFIT;EBIT;EBITDA;NET_DEBT;CURRENT_EV_TO_T12M_EBIT;CURRENT_EV_TO_T12M_EBITDA;PX_TO_SALES_RATIO;TRAIL_12M_NET_SALES;CURRENT_EV_TO_12M_SALES;PE_RATIO;NUM_OF_EMPLOYEES;SUSTAIN_GROWTH_RT;PROF_MARGIN;;Datetime of data import
TWO UN Equity;Two Harbors Investment Corp;Mortgage REITs;Financials;United States;1800422928;10271,62593;#N/A N/A;430,642;341,469;#N/A N/A;280,592;280,592;7744,953;53,6604304;36,6069807;3,524953287;430,642;23,85189073;3,826452395;105;#N/A N/A;43,47625174;;
GHL UN Equity;Greenhill & Co Inc;Investment Banking & Brokerage;Financials;United States;297654338,1;523,5613381;#N/A N/A;317,539;305,393;#N/A N/A;71,257;89,849;225,907;7,993816428;5,827124821;0,973427537;317,539;1,648809558;8,127256805;364;41,05536589;13,3249774;;
ARI UN Equity;Apollo Commercial Real Estate Finance In;Mortgage REITs;Financials;United States;1893092779;7701,869779;#N/A N/A;395,342;232,82;#N/A N/A;382,216;384,861;5639,517;35,05726046;20,01208171;4,76558116;395,342;19,48153695;12,84638534;#N/A N/A;-4,372373182;56,53712482;;
NTUS UW Equity;Natus Medical Inc;Health Care Equipment;Health Care;United States;874999356,2;811,3963562;14,45146882;473,438;#N/A N/A;273,68;23,779;57,835;-63,603;33,09759949;14,02950387;1,808789396;473,438;1,713838678;21,24266702;1872;3,153219979;2,783257787;;
WEBR UN Equity;Weber Inc;Household Appliances;Consumer Discretionary;United States;2903672860;3928,73686;91,17467649;1982,406;#N/A N/A;825,217;74,352;133,352;997,156;#N/A N/A;#N/A N/A;0,264113354;1982,406;#N/A N/A;5,520333588;2534;#N/A N/A;2,407478589;;
NTCT UW Equity;NetScout Systems Inc;Communications Equipment;Information Technology;United States;2267328759;2130,986759;28,79113235;831,282;#N/A N/A;609,185;37,13;159,728;-52,832;29,18320427;11,5873064;2,586267217;877,773;2,427719648;41,00560417;2421;2,767981297;2,327970532;;
PRFT UW Equity;Perficient Inc;IT Consulting & Other Services;Information Technology;United States;3424652196;3761,809196;#N/A N/A;761,027;#N/A N/A;292,214;105,932;147,483;337,157;35,1022472;25,50673092;4,195230644;761,027;4,943069294;44,59857792;6079;13,72905858;6,844829421;;
SYNA UW Equity;Synaptics Inc;Semiconductors;Information Technology;United States;7723722431;8178,022431;101,3872606;1339,6;#N/A N/A;611,2;147;288,8;78,5;36,81282925;22,59122219;4,981096292;1446,8;5,65248993;32,40329554;1463;14,60115785;5,94207226;;
STNG UN Equity;Scorpio Tankers Inc;Oil & Gas Storage & Transportation;Energy;Monaco;1008041541;3894,681541;249,095;540,786;#N/A N/A;5,024;-90,508;106,959;2886,64;#N/A N/A;36,4128455;1,747638449;540,786;7,201890473;#N/A N/A;25;#N/A N/A;-43,35078941;;
UTHR UW Equity;United Therapeutics Corp;Biotechnology;Health Care;United States;7907144270;5126,54427;490,7012965;1685,5;#N/A N/A;1563;555,9;605,8;-2780,6;9,222062008;8,462436894;4,662431626;1685,5;3,041556968;15,59128313;965;12,8993778;28,22901216;;
TDY UN Equity;Teledyne Technologies Inc;Electronic Equipment & Instruments;Information Technology;United States;19611714275;23402,71428;#N/A N/A;4614,3;#N/A N/A;1841,4;624,3;1037;3791;37,17138002;22,56770904;3,988390098;4614,3;5,071779961;35,9568584;14500;8,207841041;9,650434519;;
DKS UN Equity;Dick's Sporting Goods Inc;Specialty Stores;Consumer Discretionary;United States;9491143759;11358,13276;1563,947486;12293,368;#N/A N/A;4711,886;2034,503;2357,054;1866,989;5,127616673;4,81878343;0,740384474;12293,368;0,923923595;7,895532877;16800;60,73898175;12,36334095;;
MANT UW Equity;ManTech International Corp/VA;Research & Consulting Services;Industrials;United States;3611853239;3954,959239;138,7896733;2553,956;#N/A N/A;379,411;186,816;302,898;343,106;20,82509036;13,0570662;1,407325882;2553,956;1,548562011;26,49470555;8900;3,760309213;5,364892739;;
SFBS UN Equity;ServisFirst Bancshares Inc;Regional Banks;Financials;United States;4838988794;#N/A N/A;#N/A N/A;449,757;417,955;#N/A N/A;#N/A N/A;#N/A N/A;-2427,064;#N/A N/A;#N/A N/A;10,75137821;449,757;#N/A N/A;23,34031509;502;14,88974369;49,70247993;;
CMRE UN Equity;Costamare Inc;Marine;Industrials;Monaco;1951277077;4233,723077;521,168;793,639;#N/A N/A;452,3;441,321;578,279;2282,446;9,593296211;7,321246453;2,454503377;793,639;5,334570349;6,021939674;1704;23,84392507;54,82606072;;
ENDP UW Equity;Endo International PLC;Pharmaceuticals;Health Care;Ireland;517661910,9;7329,766911;#N/A N/A;2993,206;#N/A N/A;1772,142;9,729;476,926;6812,06;515,5983601;15,36877191;0,172283862;2993,206;2,448801356;1,288949203;3103;#N/A N/A;-20,48789826;;
CNXC UW Equity;Concentrix Corp;Data Processing & Outsourced Services;Information Technology;United States;10219201496;11346,9805;422,3972174;5587,015;#N/A N/A;1969,488;572,397;1051,342;1127,779;18,85034039;10,7928538;1,795557439;5587,015;2,030955796;25,25009354;#N/A N/A;14,72200698;7,259278881;;
CCMP UW Equity;CMC Materials Inc;Semiconductor Equipment;Information Technology;United States;5143400408;5871,315408;#N/A N/A;1199,831;#N/A N/A;498,169;-15,304;125,195;773,23;#N/A N/A;52,89092144;4,239522007;1229,014;4,777256734;36,15147943;2200;-3,778156148;-5,715554941;;
AAN UN Equity;Aaron's Co Inc/The;Homefurnishing Retail;Consumer Discretionary;United States;688648142,5;1081,133143;111,0343197;1845,504;#N/A N/A;1159,489;145,749;306,077;392,485;6,941087596;3,532226017;0,397454154;1845,504;0,585819994;6,01930389;9170;12,4114885;5,956855146;;
OMCL UW Equity;Omnicell Inc;Health Care Technology;Health Care;United States;5908487355;6100,446355;#N/A N/A;1132,018;#N/A N/A;554,653;89,507;177,497;191,959;65,90374819;34,36929275;5,111123863;1132,018;5,389001195;70,81124127;3800;7,364421018;6,87701079;;
ITGR UN Equity;Integer Holdings Corp;Health Care Equipment;Health Care;United States;2572671784;3452,541784;125,9189166;1221,079;#N/A N/A;336,97;135,711;226,699;879,87;25,05852135;15,22962953;2,10023261;1221,079;2,82745161;24,92818782;7500;7,373735219;7,928070174;;
PNFP UW Equity;Pinnacle Financial Partners Inc;Regional Banks;Financials;United States;7307929546;#N/A N/A;#N/A N/A;1426,948;1328,135;#N/A N/A;#N/A N/A;#N/A N/A;-2456,697;#N/A N/A;#N/A N/A;5,066173449;1426,948;#N/A N/A;14,17011848;2841;9,382205926;39,70402105;;
TTMI UW Equity;TTM Technologies Inc;Electronic Manufacturing Services;Information Technology;United States;1317453941;1744,222941;89,73692193;2248,74;#N/A N/A;372,011;125,991;261,229;426,769;13,77828094;6,676988163;0,605767894;2248,74;0,775644557;19,41250622;16100;3,753432576;2,419755063;;
GPN UN Equity;Global Payments Inc;Data Processing & Outsourced Services;Information Technology;United States;36156757409;47050,46141;1240,381241;8523,762;#N/A N/A;4750,037;1358,876;3227,76;10652,488;34,13975927;14,57681532;4,40091307;8523,762;5,51991731;29,29386449;24000;2,38713216;11,32668885;;
NTGR UW Equity;NETGEAR Inc;Communications Equipment;Information Technology;United States;687329773,2;443,6027732;49,387;1168,073;#N/A N/A;365,837;66,597;89,711;-243,727;6,538377697;4,944797998;0,6069287;1168,073;0,379773159;14,18991688;771;#N/A N/A;4,228074786;;
RUTH UW Equity;Ruth's Hospitality Group Inc;Restaurants;Consumer Discretionary;United States;740671934,2;928,2109342;45,44804264;429,123;#N/A N/A;121,002;49,714;89,754;187,539;15,12267082;10,3417222;1,760090791;429,123;2,163041679;20,21223717;4527;34,84370815;9,851487802;;
BHR UN Equity;Braemar Hotels & Resorts Inc;Hotel & Resort REITs;Real Estate;United States;370527968,2;1420,918979;#N/A N/A;427,542;#N/A N/A;#N/A N/A;0,753;75,027;1017,617;1887,010597;18,93876844;0,695203223;427,542;3,323460571;#N/A N/A;#N/A N/A;#N/A N/A;-6,236580266;;
CIO UN Equity;City Office REIT Inc;Office REITs;Real Estate;Canada;741731006,3;1496,903006;#N/A N/A;164,041;#N/A N/A;#N/A N/A;33,23;91,89;642,193;44,34841239;16,29016222;4,515823708;164,041;9,125176061;7,861236345;19;90,34691132;295,2889826;;
APTV UN Equity;Aptiv PLC;Auto Parts & Equipment;Consumer Discretionary;Ireland;28663678274;30201,67827;723,3516484;15618;#N/A N/A;2436;1189;2077;1324;25,14836568;14,54101024;1,836605521;15618;1,93377374;41,89730379;155000;6,485355649;3,777692406;;
SNX UN Equity;TD SYNNEX Corp;Technology Distributors;Information Technology;United States;10465512106;14070,61411;528,740427;31614,169;#N/A N/A;1889,534;623,218;822,826;3605,102;22,18887353;17,10035184;0,22805951;31614,169;0,445073034;15,04939808;22000;5,38664646;1,249658025;;
ALGN UW Equity;Align Technology Inc;Health Care Supplies;Health Care;United States;30022659124;28851,37212;#N/A N/A;3952,584;#N/A N/A;2935,355;976,4;1118,37;-1171,287;29,45709483;25,79769855;7,6071637;3952,584;7,29936976;39,48370756;22540;22,51910173;19,53203272;;
CVGW UW Equity;Calavo Growers Inc;Packaged Foods & Meats;Consumer Staples;United States;612331500;715,4795;-26,78490074;1055,83;#N/A N/A;57,425;-9,997;16,022;101,78;#N/A N/A;44,65606666;0,577394018;1055,831;0,677646496;#N/A N/A;3676;#N/A N/A;-1,11930898;;
CPRI UN Equity;Capri Holdings Ltd;Apparel, Accessories & Luxury Goods;Consumer Discretionary;United Kingdom;7397002082;10077,00208;#N/A N/A;4060;#N/A N/A;2597;19;657;3214;15,62325904;8,10700087;1,411151467;5359;1,880388521;9,307989809;9300;21,74590803;-1,527093596;;
FSP UA Equity;Franklin Street Properties Corp;Office REITs;Real Estate;United States;589671608,4;1023,707608;#N/A N/A;209,358;#N/A N/A;#N/A N/A;125,207;206,633;434,036;8,172726096;4,954230972;2,891479908;209,358;4,88974679;351,8679457;34;10,45960439;44,28634206;;
AYI UN Equity;Acuity Brands Inc;Electrical Components & Equipment;Industrials;United States;6409033343;6459,133343;325,0088844;3461;#N/A N/A;1475;427,6;546;65,6;14,13377099;11,60879465;1,809894858;3595,1;1,796649146;19,39746242;11500;15,77913727;8,85004334;;
CCRN UW Equity;Cross Country Healthcare Inc;Health Care Services;Health Care;United States;727005190,9;921,4541909;138,8058386;1676,652;#N/A N/A;374,999;139,304;152,694;194,449;6,562492965;6,034645703;0,418579783;1676,652;0,549579872;6,217945962;2250;58,42050174;7,872951573;;
AMN UN Equity;AMN Healthcare Services Inc;Health Care Services;Health Care;United States;4427658609;5113,799609;#N/A N/A;3984,235;#N/A N/A;1309,601;477,998;605,19;686,141;10,66426844;8,449907647;1,136314388;3984,235;1,28350853;13,25291218;3800;33,04105961;8,217085589;;
CPSI UW Equity;Computer Programs and Systems Inc;Health Care Technology;Health Care;United States;490461050;583,89505;20,95378228;280,63;#N/A N/A;140,883;24,708;41,581;93,434;23,28552164;14,04235228;1,705458289;280,63;2,080657984;21,51926496;2000;8,661719186;6,567366283;;
ONCT UR Equity;Oncternal Therapeutics Inc;Biotechnology;Health Care;United States;73154999,92;-17,53500008;#N/A N/A;4,315;#N/A N/A;#N/A N/A;-31,366;#N/A N/A;-90,69;#N/A N/A;#N/A N/A;16,92283918;4,315;#N/A N/A;#N/A N/A;26;#N/A N/A;-726,1413673;;
BSIG UN Equity;Brightsphere Investment Group Inc;Asset Management & Custody Banks;Financials;United States;1070681840;1291,08184;#N/A N/A;523,8;523,8;#N/A N/A;194,4;227,3;220,4;6,536887415;5,680078486;3,421188584;545,4;2,464837418;26,95337392;350;#N/A N/A;158,1519664;;
LKQ UW Equity;LKQ Corp;Distributors;Consumer Discretionary;United States;13002344930;17006,11193;1145,920175;13088,504;#N/A N/A;5322,435;1474,372;2068,87;3964,85;10,98581358;8,220000256;1,034600072;13088,504;1,299316708;12,10755579;46000;19,09213087;8,334588888;;
SCOR UW Equity;comScore Inc;Advertising;Communication Services;United States;222478931,4;450,4099314;#N/A N/A;367,013;#N/A N/A;163,969;-28,865;20,648;40,046;#N/A N/A;21,81373166;0,5413347;367,013;1,227231546;#N/A N/A;1355;#N/A N/A;-13,63357701;;
BGFV UW Equity;Big 5 Sporting Goods Corp;Specialty Stores;Consumer Discretionary;United States;362405574,1;555,9755741;103,0626429;1161,82;#N/A N/A;435,829;136,017;235,358;193,57;3,67039674;2,362254838;0,304268421;1161,82;0,478538478;3,574157518;2400;29,78695987;8,812552719;;
NUVA UW Equity;NuVasive Inc;Health Care Equipment;Health Care;United States;2538241375;3300,139375;#N/A N/A;1138,988;#N/A N/A;816,71;-12,029;153,583;761,898;#N/A N/A;21,48766058;2,220823742;1138,988;2,897431207;222,6703125;2900;#N/A N/A;-5,626573765;;
IMXI UR Equity;International Money Express Inc;Data Processing & Outsourced Services;Information Technology;United States;694710398,3;646,9483983;50,19965626;459,206;#N/A N/A;#N/A N/A;67,852;77,343;-47,762;9,534699025;8,364666463;1,519940315;459,206;1,408841344;14,18791528;674;39,47981677;10,20086846;;
CMP UN Equity;Compass Minerals International Inc;Diversified Metals & Mining;Materials;United States;2094392580;3078,99258;119;1373,5;#N/A N/A;312,3;140,5;295,8;1446,3;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;4,331998544;;
ENS UN Equity;EnerSys;Electrical Components & Equipment;Industrials;United States;2997652179;3895,267179;175,7642963;2977,932;#N/A N/A;739,15;216,375;338,345;616,936;17,98279159;11,55762745;0,945360614;3263,794;1,193478259;20,93230663;11400;7,874333118;4,814549157;;
CEVA UW Equity;CEVA Inc;Semiconductors;Information Technology;United States;844858513,8;698,4015138;#N/A N/A;122,706;#N/A N/A;105,879;3,508;13,578;-146,457;189,94415;51,4362582;6,775593349;122,706;5,691665557;#N/A N/A;476;0,147315674;0,322722605;;
SAFT UW Equity;Safety Insurance Group Inc;Property & Casualty Insurance;Financials;United States;1274694064;1268,206064;131,1253565;884,911;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;-6,488;7,695798727;#N/A N/A;1,462508846;884,911;1,433145326;12,31762768;552;8,334250442;14,77097697;;
ASB UN Equity;Associated Banc-Corp;Regional Banks;Financials;United States;3552839716;#N/A N/A;#N/A N/A;1130,552;1058,219;#N/A N/A;#N/A N/A;#N/A N/A;1230,463;#N/A N/A;#N/A N/A;3,157986971;1130,552;#N/A N/A;11,13040877;4000;5,304956028;33,16837063;;
RRGB UW Equity;Red Robin Gourmet Burgers Inc;Restaurants;Consumer Discretionary;United States;262355265,9;900,5382659;#N/A N/A;1162,078;#N/A N/A;186,968;-36,697;116,741;638,183;#N/A N/A;7,713984512;0,224554771;1162,078;0,774937884;#N/A N/A;22483;#N/A N/A;-4,302809278;;
NPO UN Equity;EnPro Industries Inc;Industrial Machinery;Industrials;United States;2145795212;3037,995212;190,8293785;1141,8;#N/A N/A;436,6;94,3;179,3;842,1;31,66390775;16,94364313;1,850196559;1141,8;2,660706965;20,19790124;4400;14,28590465;15,5193554;;
PCSB UR Equity;PCSB Financial Corp;Thrifts & Mortgage Finance;Financials;United States;292589071,6;#N/A N/A;#N/A N/A;59,761;49,839;#N/A N/A;#N/A N/A;#N/A N/A;-83,429;#N/A N/A;#N/A N/A;4,546184704;60,576;#N/A N/A;18,52427177;162;5,47782078;24,92826903;;
PFS UN Equity;Provident Financial Services Inc;Thrifts & Mortgage Finance;Financials;United States;1832964410;#N/A N/A;#N/A N/A;489,148;452,832;#N/A N/A;#N/A N/A;#N/A N/A;-25,17;#N/A N/A;#N/A N/A;3,716151275;489,146;#N/A N/A;10,85388149;1119;5,16603081;37,08240584;;
WW UW Equity;WW International Inc;Specialized Consumer Services;Consumer Discretionary;United States;672738748,8;2035,606749;143,5946522;1212,463;#N/A N/A;726,355;196,284;291,064;1362,868;9,956246676;6,993674068;0,551186729;1212,463;1,678902159;6,421460776;7700;#N/A N/A;5,517034334;;
DTM UN Equity;DT Midstream Inc;Oil & Gas Storage & Transportation;Energy;United States;5065410387;8165,410387;391,3981043;840;#N/A N/A;#N/A N/A;402;587;2951;20,26156424;13,91040952;#N/A N/A;840;9,720726651;#N/A N/A;280;7,7281309;36,54761905;;
PRAA UW Equity;PRA Group Inc;Consumer Finance;Financials;United States;1784466995;4405,275995;#N/A N/A;1094,923;970,78;#N/A N/A;374,187;401,503;2582,318;17,43206647;10,97196284;1,801733677;1094,923;4,023366022;10,85643579;3446;13,93757017;16,72793429;;
KDNY UW Equity;Chinook Therapeutics Inc;Biotechnology;Health Care;United States;680150898,3;510,4458983;#N/A N/A;0,827;#N/A N/A;#N/A N/A;-56,227;-55,213;-208,618;#N/A N/A;#N/A N/A;421,175735;1,216;419,7745874;#N/A N/A;105;#N/A N/A;-9869,649335;;
EQIX UW Equity;Equinix Inc;Specialized REITs;Real Estate;United States;61798264556;75254,11456;775,9920249;6635,537;#N/A N/A;3163,115;1108,162;2986,228;13456,168;64,73790424;25,20039145;9,216165464;6635,537;11,34107376;98,25031994;10944;-5,118687815;7,538063611;;
MOH UN Equity;Molina Healthcare Inc;Managed Health Care;Health Care;United States;18095824000;12996,824;749,3771429;27771;#N/A N/A;3280;1020;1185;-5099;12,68583086;10,96778397;0,644971147;27771;0,467999856;24,38722512;14000;27,88827761;2,372979007;;
PIPR UN Equity;Piper Sandler Cos;Investment Banking & Brokerage;Financials;United States;2288086177;1748,703177;#N/A N/A;2041,795;2031,061;#N/A N/A;452,246;514,9551;-704,028;3,960714945;3,395836213;0,878342702;2041,795;0,856453844;5,707002584;1665;16,44442164;13,64064463;;
BGS UN Equity;B&G Foods Inc;Packaged Foods & Meats;Consumer Staples;United States;1785674225;4087,770225;#N/A N/A;2056,264;#N/A N/A;436,966;196,079;292,967;2302,096;20,84459109;13,95300571;0,825306851;2056,264;1,987959827;15,40268292;2847;#N/A N/A;3,275989853;;
UPWK UW Equity;Upwork Inc;Human Resource & Employment Services;Industrials;United States;2395657688;2295,253688;#N/A N/A;502,797;#N/A N/A;367,289;-54,217;-38,456;-100,404;#N/A N/A;#N/A N/A;4,691324266;502,797;4,564970928;#N/A N/A;650;#N/A N/A;-11,18542871;;
SBNY UW Equity;Signature Bank/New York NY;Regional Banks;Financials;United States;18516142123;#N/A N/A;#N/A N/A;2311,273;2001,416;#N/A N/A;#N/A N/A;#N/A N/A;-26006,538;#N/A N/A;#N/A N/A;7,416260044;2311,272;#N/A N/A;19,6892876;1854;11,23822869;45,88956019;;
ACC UN Equity;American Campus Communities Inc;Residential REITs;Real Estate;United States;7500557611;11570,44961;#N/A N/A;942,409;#N/A N/A;#N/A N/A;156,56;461,173;3885,985;73,90425147;25,08917393;7,923097808;942,409;12,27752453;224,5833397;3006;-0,690811007;3,765774733;;
FPI UN Equity;Farmland Partners Inc;Specialized REITs;Real Estate;United States;613810149,1;1229,341149;#N/A N/A;51,739;#N/A N/A;#N/A N/A;16,813;24,442;481,259;73,11848862;50,29625845;9,183727928;51,739;23,76043505;#N/A N/A;25;-1,024424357;19,31038482;;
TXRH UW Equity;Texas Roadhouse Inc;Restaurants;Consumer Discretionary;United States;5478822612;5906,081612;#N/A N/A;3463,946;#N/A N/A;606,502;297,192;486,383;411,899;17,51901659;12,14286193;1,595067587;3463,946;1,705015497;22,50697547;73300;11,7428007;7,081345956;;
MRSN UW Equity;Mersana Therapeutics Inc;Biotechnology;Health Care;United States;327304988,6;188,2219886;#N/A N/A;0,043;#N/A N/A;#N/A N/A;-168,858;-164,501;-139,083;#N/A N/A;#N/A N/A;6293,033674;0,044;4377,255548;#N/A N/A;110;#N/A N/A;-395488,3721;;
EXR UN Equity;Extra Space Storage Inc;Specialized REITs;Real Estate;United States;25759970731;32549,42773;#N/A N/A;1577,362;#N/A N/A;#N/A N/A;975,953;1247,09;6119,977;33,04608849;26,10030369;16,24030121;1577,362;20,63535684;37,398847;4309;10,99841804;52,47045383;;
SDIG UQ Equity;Stronghold Digital Mining Inc;Application Software;Information Technology;United States;443676136,4;566,7526804;#N/A N/A;4,118384;#N/A N/A;#N/A N/A;-2,44073;-1,8821;2,652953;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;-3,520652761;;
MPW UN Equity;Medical Properties Trust Inc;Health Care REITs;Real Estate;United States;12006998500;22836,0245;#N/A N/A;1544,669;#N/A N/A;#N/A N/A;1038,684;1378,693;10823,543;21,86748859;16,56353118;7,632417825;1544,669;14,78376565;19,825409;112;1,592121397;42,4700049;;
DRH UN Equity;DiamondRock Hospitality Co;Hotel & Resort REITs;Real Estate;United States;2002095503;3264,053503;#N/A N/A;567,134;#N/A N/A;#N/A N/A;-156,042;-41,752;1137,208;#N/A N/A;#N/A N/A;3,553530217;567,134;5,755347947;#N/A N/A;28;#N/A N/A;-34,31005724;;
NP UN Equity;Neenah Inc;Paper Products;Materials;United States;614739940;1072,53994;#N/A N/A;1028,5;#N/A N/A;163,3;-11,8;35,3;457,8;#N/A N/A;30,38356771;0,599030564;1028,5;1,042819582;14,5860497;2493;#N/A N/A;-2,421001458;;
MPWR UW Equity;Monolithic Power Systems Inc;Semiconductors;Information Technology;United States;18280827540;17561,55254;#N/A N/A;1207,798;#N/A N/A;685,459;262,417;298,244;-719,275;66,89960811;58,8831713;14,92908797;1207,798;14,54014044;76,13076098;2700;13,55544126;20,03836734;;
W UN Equity;Wayfair Inc;Internet & Direct Marketing Retail;Consumer Discretionary;United States;11307433615;12962,43361;#N/A N/A;13708;#N/A N/A;3895;-94;371;1655;#N/A N/A;34,93917416;0,815554627;13708,227;0,945610856;#N/A N/A;16681;#N/A N/A;-0,955646338;;
BDC UN Equity;Belden Inc;Electronic Components;Information Technology;United States;2514592317;3417,022317;108,593632;2408,1;#N/A N/A;854,362;124,56;232,888;901,635;26,64895008;14,67238465;1,039995055;2408,1;1,418970274;13,90074766;#N/A N/A;#N/A N/A;2,654582451;;
AKA UN Equity;aka Brands Holding Corp;Internet & Direct Marketing Retail;Consumer Discretionary;United States;572482870,2;669,5238702;#N/A N/A;562,191;#N/A N/A;307,664;16,383;38,916;97,041;39,40007334;17,20433421;0,737969142;562,191;1,19091887;63,67330313;1100;#N/A N/A;-1,061560929;;
EWCZ UW Equity;European Wax Center Inc;Specialized Consumer Services;Consumer Discretionary;United States;1474127857;1820,467857;#N/A N/A;103,407;#N/A N/A;67,899;-3,219;16,363;228,683;97,46588804;47,27628371;5,234014078;162,891;11,17598797;53,53895514;#N/A N/A;#N/A N/A;-20,78679393;;
RVI UN Equity;Retail Value Inc;Retail REITs;Real Estate;United States;70320109,5;-38,0238905;#N/A N/A;55,658;#N/A N/A;#N/A N/A;11,133;44,477;-108,344;#N/A N/A;#N/A N/A;0,676982551;103,428;#N/A N/A;4,207403418;#N/A N/A;92,94993769;-31,79956161;;
HAYN UW Equity;Haynes International Inc;Steel;Materials;United States;514627708,2;512,0807082;#N/A N/A;337,661;#N/A N/A;39,73;-7,143;14,111;-38,533;64,82034281;18,75890938;1,41141333;364,914;1,403291483;129,3898439;1110;0,521852255;-2,571514033;;
LQDT UW Equity;Liquidity Services Inc;Internet & Direct Marketing Retail;Consumer Discretionary;United States;600692242;525,527242;#N/A N/A;257,531;#N/A N/A;149,853;27,168;39,264;-91,987;19,4459664;13,24380036;2,093485231;268,487;1,95736569;21,75873363;614;39,68954002;19,7836377;;
UE UN Equity;Urban Edge Properties;Retail REITs;Real Estate;United States;2129615973;3769,467973;#N/A N/A;425,082;#N/A N/A;#N/A N/A;147,884;252,181;1587,29;25,01952627;14,94747016;4,994337643;425,082;8,867625478;41,76249569;116;5,893655969;24,15675093;;
AMTB UW Equity;Amerant Bancorp Inc;Regional Banks;Financials;United States;1084048144;#N/A N/A;#N/A N/A;368,465;325,762;#N/A N/A;#N/A N/A;#N/A N/A;795,036;#N/A N/A;#N/A N/A;3,148567252;368,465;#N/A N/A;16,57816991;763;13,49061656;34,66365015;;
PBH UN Equity;Prestige Consumer Healthcare Inc;Pharmaceuticals;Health Care;United States;2753429027;4294,084027;231,1056952;943,365;#N/A N/A;547,472;297,402;334,132;1482,319;13,27666188;11,88650746;2,602450613;1057,637;4,060073567;13,91828141;505;13,28919766;17,45686982;;
KOP UN Equity;Koppers Holdings Inc;Commodity Chemicals;Materials;United States;596416141,6;1430,216142;114,0173077;1678,6;#N/A N/A;334,1;156,5;244,4;829,6;8,737788901;5,851948206;0,357175944;1678,6;0,852029156;11,83301472;2088;22,77161566;5,075658287;;
WEX UN Equity;WEX Inc;Data Processing & Outsourced Services;Information Technology;United States;7233804945;8858,341945;85,86186177;1850,542;#N/A N/A;1148,433;342;638,941;1370,431;25,57914219;13,86410004;3,900455005;1850,542;4,786890514;125,5790212;4800;#N/A N/A;0,007403236;;
LHCG UW Equity;LHC Group Inc;Health Care Services;Health Care;United States;4203964725;5075,028725;119,1642708;2219,622;#N/A N/A;883,013;185,641;257,638;767,706;25,47513352;19,69829266;1,865080949;2219,622;2,286438288;27,52045315;30000;7,478355496;5,213860738;;
TXG UW Equity;10X Genomics Inc;Life Sciences Tools & Services;Health Care;United States;6493099689;5987,630689;#N/A N/A;490,49;#N/A N/A;416,399;-52,253;-20,635;-505,469;#N/A N/A;#N/A N/A;12,95780944;490,49;12,20744702;#N/A N/A;1239;#N/A N/A;-11,87037452;;
ZUMZ UW Equity;Zumiez Inc;Apparel Retail;Consumer Discretionary;United States;879043525;852,446525;#N/A N/A;1183,867;#N/A N/A;456,73;157,81;180,74;-26,597;5,083027292;4,716424284;0,839505574;1183,867;0,720052611;8,127054957;2300;23,36905949;10,07621633;;
HQI UR Equity;HireQuest Inc;Human Resource & Employment Services;Industrials;United States;225942329,2;221,3631622;5,403045183;13,809125;#N/A N/A;#N/A N/A;4,979497;5,108679;-13,667434;30,68627711;26,77413771;11,50018146;19,396169;11,412726;20,27002976;40;20,42054426;38,81067048;;
THS UN Equity;TreeHouse Foods Inc;Packaged Foods & Meats;Consumer Staples;United States;1758106059;3537,606059;#N/A N/A;4327,6;#N/A N/A;698,1;21,3;275,2;1779,5;120,3175287;12,85467318;0,406981459;4327,6;0,817452181;31,45922504;10000;#N/A N/A;-0,288843701;;
EBS UN Equity;Emergent BioSolutions Inc;Biotechnology;Health Care;United States;1882187961;2177,087961;256,2373092;1792,7;#N/A N/A;1035,2;352,6;483,3;294,9;6,15170376;4,504630583;1,112680041;1792,7;1,214418453;7,329907686;2416;15,06196999;12,88001339;;
IRBT UW Equity;iRobot Corp;Household Appliances;Consumer Discretionary;United States;1516593094;1331,774094;#N/A N/A;1564,987;#N/A N/A;550,299;-1,1;40,719;-184,819;#N/A N/A;32,70645384;0,989583285;1564,987;0,850980931;63,393108;1372;#N/A N/A;1,941869166;;
CROX UW Equity;Crocs Inc;Footwear;Consumer Discretionary;United States;4144887453;4895,249453;#N/A N/A;2313,416;#N/A N/A;1420,22;683,064;773,323;750,362;7,090545976;6,330148532;1,822217822;2313,416;2,116026453;7,717182059;5770;476,3099946;31,36893667;;
UAA UN Equity;Under Armour Inc;Apparel, Accessories & Luxury Goods;Consumer Discretionary;United States;7065285828;6900,138828;400,7251236;5683,466;#N/A N/A;2861,499;486,29;770,399;-165,147;13,25461722;8,956578122;1,284706613;5683,466;1,214072333;18,53707365;17500;19,12675927;6,335218685;;
